text,label
having stomach pain tongue vomiting ulcers chest pain on cough,Gastroenterology
i have burning of discomfort urine urine of micturition continuous feel smell foul bladder,Urology
feeling pain on ulcers stomach vomiting chest acidity tongue pain cough,Gastroenterology
i am having over appetite pain headache of loss back pain chills fever fatigue nausea body high the skin red behind joint rash pain muscle eyes pain malaise spots vomiting,Infectious
having dark pain abdominal skin of appetite loss urine pain yellowing eyes fatigue of nausea vomiting joint yellowish,Gastroenterology
dealing with stomach coma pain loss yellowing fatigue liver failure abdominal high bleeding eyes acute nausea skin of appetite of fever joint vomiting dark pain urine yellowish,Gastroenterology
i think it's painful swelling stiff movement muscle neck joints weakness walking stiffness,Orthopedics
my main issue is of throat loss cough swelled chills nodes eyes muscle of high congestion fever phlegm irritation headache redness pressure smell lymph malaise nose pain sinus chest fatigue runny pain,Pulmonology
i feel joint pain pain pain knee walking neck pain joints joint swelling painful hip lately,Orthopedics
feeling continuous foul feel urine smell urine burning of of micturition,Urology
i think it's headache sensorium altered one of weakness body vomiting side,Neurology
i have rash red yellow ooze skin around crust fever high nose sore,Dermatology
i feel and fatigue abnormal enlarged extremeties feets puffy irritability eyes thyroid brittle gain swings lethargy cold swollen depression mood and face menstruation nails hands weight dizziness lately,Endocrinology
feeling pain pain chest on tongue ulcers cough acidity stomach,Gastroenterology
having skin yellowing nausea of yellowish fatigue history of eyes loss family appetite,Gastroenterology
having lymph nodes appetite vomiting blood yellowing fever eyes swelled loss weight of sweating fever malaise phlegm chest in fatigue mild breathlessness sputum loss pain cough high of,Pulmonology
my main issue is in throat marital extra fever patches wasting high muscle contacts,Infectious
experiencing over headache muscle malaise vomiting chills fever fatigue red back pain nausea appetite high pain body loss rash behind joint spots eyes pain the pain of skin,Infectious
experiencing history family fatigue cough mucoid breathlessness sputum,Pulmonology
i have urine diarrhoea yellowing skin mild dark pain abdominal yellowish muscle of pain loss eyes of fever vomiting nausea appetite,Gastroenterology
i have muscle chills spots nausea over skin appetite headache pain back high vomiting of pain pain behind pain fatigue rash joint malaise body red eyes fever the loss,Infectious
i have smell redness pain fever of chills loss fatigue throat runny continuous high pressure irritation sneezing eyes congestion headache of chest muscle cough pain nodes swelled nose lymph sinus malaise phlegm,Pulmonology
suffering from sweating excessive restlessness mood hunger heart irritability swings loss weakness diarrhoea abnormal fast muscle menstruation rate weight,Endocrinology
having pain pain loss vomiting the skin spots muscle chills nausea red malaise eyes high rash behind over appetite body fever of fatigue headache back pain,Infectious
feeling blurred acidity neck excessive indigestion vision visual and headache depression distorted disturbances stiff irritability hunger,Neurology
i think it's itching fatigue high urine yellowish skin dark pain vomiting fever abdominal,Gastroenterology
having body altered side one sensorium headache of weakness vomiting,Neurology
i am having nodes fatigue lymph sputum breathlessness mild cough sweating pain loss loss in yellowing phlegm swelled high chills eyes fever appetite malaise chest fever blood weight of of,Pulmonology
experiencing headache sensorium altered vomiting,Neurology
i think it's muscle pain chills back headache fatigue of skin behind the pain vomiting body malaise loss red spots fever high eyes rash nausea appetite pain over,Infectious
my main issue is sunken diarrhoea eyes vomiting dehydration,Gastroenterology
dealing with pain vomiting skin dark joint abdominal appetite of fatigue loss nausea urine pain of eyes yellowish yellowing,Gastroenterology
feeling urine smell of burning continuous urine discomfort micturition of bladder foul feel,Urology
experiencing diarrhoea pain joint pain loss yellowing nausea yellowish abdominal of fever skin muscle vomiting mild eyes appetite of pain,Gastroenterology
feeling loss pain back in balance limbs of dizziness weakness,Neurology
feeling pain high nausea muscle fever chills sweating headache diarrhoea,Infectious
having dehydration vomiting sunken eyes,Gastroenterology
feeling high history fatigue family breathlessness sputum cough fever mucoid,Pulmonology
having diarrhoea mood sweating fatigue loss heart swings abnormal rate menstruation muscle fast weakness irritability hunger excessive weight restlessness,Endocrinology
i think it's urine skin vomiting fatigue pain high dark yellowish loss abdominal weight itching fever,Gastroenterology
i feel stiffness walking stiff movement neck joints painful swelling weakness muscle lately,Orthopedics
dealing with wasting in extra contacts fever muscle high marital throat patches,Infectious
feeling watering eyes sneezing from continuous shivering chills,Dermatology
i am having pain cough vomiting on stomach ulcers tongue acidity pain chest,Gastroenterology
i am having breathlessness heart fast cough sputum chills rusty malaise sweating phlegm rate fever pain chest high,Pulmonology
dealing with toxic belly headache fatigue (typhos) high pain look diarrhoea constipation vomiting abdominal pain chills fever nausea,Infectious
dealing with high sputum yellowing appetite weight swelled nodes breathlessness of fever vomiting fever fatigue blood loss chest lymph loss eyes malaise sweating cough pain in mild phlegm of chills,Pulmonology
dealing with pain high headache the back pain red muscle nausea appetite joint rash pain behind pain spots of loss vomiting chills eyes malaise over body skin fever,Infectious
i think it's urine loss dark vomiting itching weight fatigue yellowish skin pain abdominal,Gastroenterology
dealing with vomiting pain breathlessness sweating chest,Cardiology
i think it's cramps on swollen fatigue prominent blood veins legs bruising obesity vessels calf swollen,Cardiology
dealing with urine fatigue loss pain fever vomiting weight yellowish dark skin high abdominal,Gastroenterology
dealing with skin eyes nausea family yellowish fatigue history of yellowing,Gastroenterology
i feel limbs balance neck loss dizziness in weakness back pain of pain lately,Neurology
i feel balance unsteadiness loss spinning nausea headache of movements vomiting lately,
i am having fever rash high back headache spots loss eyes pain red chills behind vomiting malaise of nausea skin appetite pain pain muscle joint body fatigue over the pain,Infectious
having silver like joint in dusting dents inflammatory small rash nails nails pain skin,Dermatology
i think it's back limbs of dizziness in weakness balance pain loss pain neck,Neurology
suffering from loss family nausea skin of history eyes appetite yellowish of yellowing fatigue,Gastroenterology
my main issue is of alcohol consumption overload abdominal fluid abdomen yellowish distention skin pain history of vomiting,Gastroenterology
suffering from ulcers on pain pain tongue stomach chest cough vomiting,Gastroenterology
feeling vision stiff excessive and indigestion visual blurred depression neck disturbances hunger acidity irritability distorted,Neurology
my main issue is appetite mild headache itching over loss nodes lymph spots malaise fever fatigue red swelled of rash body lethargy skin,Infectious
having rash blackheads filled skin pimples pus,Dermatology
having of gases internal vomiting indigestion itching of loss appetite passage,Gastroenterology
